Product_ID,Brand,Category,Price_INR,Units_Sold,Discount_Percent,Revenue_INR,Rating,Customer_Age,Customer_Gender,Skin_Type,Region,Sales_Channel,Sale_Date,Returned,Month,Quarter,Day_of_Week,Is_weekend,Price_Range,Age_Group,Revenue_Per_Unit,Rating_Category,High_Rating,Return_Loss_INR
PROD0056,Nykaa,Concealer,2791.24,36,10,90436.18,3.3,45,Female,Combination,Hyderabad,Retail Store,09-04-2023,0,April,2,Sunday,1,Premium,Mature,2512.12,Average,0,0
PROD0057,MAC,Mascara,588.71,31,0,18250.01,3.2,53,Female,Dry,Hyderabad,Online,04-07-2023,0,July,3,Tuesday,0,Mid-Range,Mature,588.71,Average,0,0
PROD0058,L'Oreal,Primer,1249.64,4,0,4998.56,3.9,24,Female,Oily,Ahmedabad,Online,29-08-2023,0,August,3,Tuesday,0,Mid-Range,Young Adult,1249.64,Average,0,0
PROD0059,NYX,Lipstick,2364.39,31,0,73296.09,2.8,20,Female,Oily,Kolkata,Retail Store,18-12-2023,0,December,4,Monday,0,Premium,Mature,2364.39,Poor,0,0
PROD0060,NYX,Setting Spray,443.89,16,10,6392.02,2.8,42,Female,Normal,Chennai,Brand Store,15-08-2023,0,August,3,Tuesday,0,Budget,Mature,399.5,Poor,0,0
PROD0061,NYX,Highlighter,1834.87,4,0,7339.48,4,22,Female,Dry,Chennai,Brand Store,11-02-2023,0,February,1,Saturday,1,Premium,Young Adult,1834.87,Good,1,0
PROD0062,L'Oreal,Foundation,307.56,29,5,8473.28,4.2,46,Female,Dry,Hyderabad,Online,25-05-2023,0,May,2,Thursday,0,Budget,Mature,292.18,Good,1,0
PROD0063,NYX,Eyeshadow,3214.75,41,15,112034.04,4,28,Female,Sensitive,Kolkata,Online,18-03-2023,1,March,1,Saturday,1,Premium,Young Adult,2732.54,Good,1,112034.04
PROD0064,Lakme,Foundation,830.12,20,20,13281.92,4,52,Female,Oily,Hyderabad,Retail Store,05-06-2023,0,June,2,Monday,0,Mid-Range,Mature,664.1,Good,1,0
PROD0065,Faces Canada,Primer,1930.26,6,15,9844.33,4,43,Female,Combination,Pune,Brand Store,28-04-2023,1,April,2,Friday,0,Premium,Mature,1640.72,Good,1,9844.33
PROD0066,Colorbar,Setting Spray,1916.29,49,0,93898.21,4.2,33,Female,Normal,Mumbai,Online,15-08-2023,1,August,3,Tuesday,0,Premium,Mature,1916.29,Good,1,93898.21
PROD0067,Nykaa,Setting Spray,1378.77,32,0,44120.64,4.9,46,Female,Combination,Pune,Retail Store,23-02-2023,0,February,1,Thursday,0,Mid-Range,Mature,1378.77,Excellent,1,0
PROD0068,NYX,Eyeliner,1027.28,26,15,22702.89,4.5,51,Female,Oily,Mumbai,Retail Store,15-06-2023,0,June,2,Thursday,0,Mid-Range,Mature,873.19,Excellent,1,0
PROD0069,Lakme,Primer,2438.4,35,15,72542.4,3.7,19,Female,Combination,Chennai,Brand Store,13-09-2023,0,September,3,Wednesday,0,Premium,Mature,2072.64,Average,0,0
PROD0070,NYX,Eyeshadow,2331.66,19,10,39871.39,3.6,47,Female,Sensitive,Delhi,Online,30-12-2023,0,December,4,Saturday,1,Premium,Mature,2098.49,Average,0,0
PROD0071,Nykaa,Primer,688.04,8,5,5229.1,3.7,23,Female,Combination,Bangalore,Retail Store,20-05-2023,0,May,2,Saturday,1,Mid-Range,Young Adult,653.64,Average,0,0
PROD0072,MAC,Eyeliner,738.96,10,15,6281.16,3.5,54,Female,Combination,Bangalore,Online,01-08-2023,0,August,3,Tuesday,0,Mid-Range,Mature,628.12,Average,0,0
PROD0073,Lakme,Blush,885.67,20,15,15056.39,4.6,53,Female,Normal,Ahmedabad,Online,26-06-2023,0,June,2,Monday,0,Mid-Range,Mature,752.82,Excellent,1,0
PROD0074,Sugar,Highlighter,2818.63,13,15,31145.86,5,31,Female,Normal,Kolkata,Online,31-08-2023,0,August,3,Thursday,0,Premium,Mature,2395.84,Excellent,1,0
PROD0075,L'Oreal,Highlighter,1636.88,3,0,4910.64,2.8,53,Female,Normal,Pune,Online,22-08-2023,0,August,3,Tuesday,0,Premium,Mature,1636.88,Poor,0,0
PROD0076,Maybelline,Mascara,1044.55,17,20,14205.88,3.3,41,Female,Sensitive,Delhi,Retail Store,12-06-2023,0,June,2,Monday,0,Mid-Range,Mature,835.64,Average,0,0
PROD0077,Faces Canada,Eyeliner,149.29,5,10,671.8,3.1,34,Female,Oily,Chennai,Brand Store,20-02-2023,0,February,1,Monday,0,Budget,Mature,134.36,Average,0,0
PROD0078,Sugar,Foundation,831.53,20,5,15799.07,4.8,18,Female,Combination,Pune,Online,09-08-2023,0,August,3,Wednesday,0,Mid-Range,Mature,789.95,Excellent,1,0
PROD0079,L'Oreal,Setting Spray,588.14,6,5,3352.4,4,40,Female,Sensitive,Chennai,Retail Store,25-08-2023,0,August,3,Friday,0,Mid-Range,Mature,558.73,Good,1,0
PROD0080,Sugar,Lipstick,2272.68,44,5,94998.02,3.9,20,Female,Sensitive,Ahmedabad,Retail Store,06-08-2023,0,August,3,Sunday,1,Premium,Mature,2159.05,Average,0,0
PROD0081,MAC,Blush,2498.59,31,15,65837.85,2.8,40,Non-binary,Combination,Pune,Brand Store,01-06-2023,0,June,2,Thursday,0,Premium,Mature,2123.8,Poor,0,0
PROD0082,NYX,Highlighter,320.87,44,0,14118.28,4.4,19,Female,Dry,Ahmedabad,Retail Store,30-06-2023,0,June,2,Friday,0,Budget,Mature,320.87,Good,1,0
PROD0083,L'Oreal,Blush,1663.19,41,0,68190.79,4.1,35,Female,Sensitive,Ahmedabad,Online,09-03-2023,0,March,1,Thursday,0,Premium,Mature,1663.19,Good,1,0
PROD0084,L'Oreal,Highlighter,841.35,35,0,29447.25,4.7,39,Male,Combination,Hyderabad,Online,04-09-2023,1,September,3,Monday,0,Mid-Range,Mature,841.35,Excellent,1,29447.25
PROD0085,Maybelline,Concealer,1417.13,5,5,6731.37,2.9,30,Female,Combination,Kolkata,Brand Store,22-07-2023,0,July,3,Saturday,1,Mid-Range,Young Adult,1346.27,Poor,0,0
PROD0086,Revlon,Eyeliner,1041.63,44,10,41248.55,3.2,40,Female,Dry,Pune,Online,14-11-2023,0,November,4,Tuesday,0,Mid-Range,Mature,937.47,Average,0,0
PROD0087,MAC,Setting Spray,1400.66,41,5,54555.71,4.6,35,Female,Dry,Kolkata,Online,20-01-2023,0,January,1,Friday,0,Mid-Range,Mature,1330.63,Excellent,1,0
PROD0088,MAC,Foundation,3139.12,9,5,26839.48,3.5,39,Male,Dry,Kolkata,Brand Store,02-12-2023,0,December,4,Saturday,1,Premium,Mature,2982.16,Average,0,0
PROD0089,NYX,Highlighter,387.37,24,25,6972.66,3,44,Non-binary,Oily,Chennai,Retail Store,08-07-2023,0,July,3,Saturday,1,Budget,Mature,290.53,Average,0,0
PROD0090,Lakme,Concealer,1234.56,13,0,16049.28,4.9,45,Female,Dry,Delhi,Brand Store,02-11-2023,1,November,4,Thursday,0,Mid-Range,Mature,1234.56,Excellent,1,16049.28
PROD0091,MAC,Concealer,2770.92,37,0,102524.04,3,51,Male,Dry,Chennai,Brand Store,30-04-2023,0,April,2,Sunday,1,Premium,Mature,2770.92,Average,0,0
PROD0092,Lakme,Setting Spray,770.64,10,0,7706.4,5,50,Female,Oily,Hyderabad,Online,14-01-2023,0,January,1,Saturday,1,Mid-Range,Mature,770.64,Excellent,1,0
PROD0093,Colorbar,Eyeshadow,1497.28,12,0,17967.36,3.2,24,Female,Oily,Kolkata,Brand Store,01-09-2023,0,September,3,Friday,0,Mid-Range,Young Adult,1497.28,Average,0,0
PROD0094,Maybelline,Setting Spray,1067.86,15,5,15217,4.9,18,Female,Oily,Hyderabad,Retail Store,03-09-2023,0,September,3,Sunday,1,Mid-Range,Mature,1014.47,Excellent,1,0
PROD0095,Sugar,Foundation,2579.4,29,10,67322.34,2.7,21,Female,Dry,Pune,Brand Store,21-05-2023,0,May,2,Sunday,1,Premium,Young Adult,2321.46,Poor,0,0
PROD0096,Nykaa,Concealer,2786.03,34,10,85252.52,3.2,48,Male,Oily,Kolkata,Online,30-11-2023,0,November,4,Thursday,0,Premium,Mature,2507.43,Average,0,0
PROD0097,Nykaa,Eyeshadow,1970.2,15,0,29553,3.5,45,Female,Oily,Kolkata,Retail Store,10-06-2023,0,June,2,Saturday,1,Premium,Mature,1970.2,Average,0,0
PROD0098,Sugar,Mascara,319.91,6,10,1727.51,2.7,22,Female,Sensitive,Pune,Online,15-10-2023,0,October,4,Sunday,1,Budget,Young Adult,287.92,Poor,0,0
PROD0099,Revlon,Highlighter,2658.61,49,0,130271.89,3.6,19,Female,Combination,Hyderabad,Brand Store,23-10-2023,0,October,4,Monday,0,Premium,Mature,2658.61,Average,0,0
PROD0100,MAC,Eyeliner,1286.03,23,25,22184.02,4.6,39,Female,Sensitive,Delhi,Retail Store,08-08-2023,0,August,3,Tuesday,0,Mid-Range,Mature,964.52,Excellent,1,0
PROD0101,Colorbar,Setting Spray,1447.14,36,0,52097.04,2.6,33,Female,Combination,Mumbai,Online,08-06-2023,1,June,2,Thursday,0,Mid-Range,Mature,1447.14,Poor,0,52097.04
PROD0102,L'Oreal,Mascara,1218.94,26,0,31692.44,2.7,17,Female,Sensitive,Delhi,Brand Store,03-08-2023,0,August,3,Thursday,0,Mid-Range,Mature,1218.94,Poor,0,0
PROD0103,Revlon,Blush,1997.66,37,10,66522.08,4,19,Female,Sensitive,Bangalore,Online,11-02-2023,0,February,1,Saturday,1,Premium,Mature,1797.89,Good,1,0
PROD0104,Colorbar,Eyeliner,718.3,18,5,12282.93,3,48,Female,Normal,Delhi,Retail Store,14-12-2023,0,December,4,Thursday,0,Mid-Range,Mature,682.38,Average,0,0
PROD0105,Lakme,Blush,745.39,39,0,29070.21,2.6,29,Female,Dry,Hyderabad,Online,29-05-2023,0,May,2,Monday,0,Mid-Range,Young Adult,745.39,Poor,0,0
PROD0106,L'Oreal,Highlighter,647.93,35,5,21543.67,4.3,48,Male,Normal,Pune,Online,22-01-2023,0,January,1,Sunday,1,Mid-Range,Mature,615.53,Good,1,0
PROD0107,Revlon,Foundation,2142.01,37,20,63403.5,3.5,42,Female,Normal,Hyderabad,Online,16-06-2023,0,June,2,Friday,0,Premium,Mature,1713.61,Average,0,0
PROD0108,Revlon,Eyeliner,222.47,7,0,1557.29,3.1,53,Female,Oily,Kolkata,Brand Store,08-06-2023,0,June,2,Thursday,0,Budget,Mature,222.47,Average,0,0
PROD0109,Maybelline,Mascara,1118.38,8,0,8947.04,3.8,28,Female,Dry,Pune,Retail Store,16-03-2023,0,March,1,Thursday,0,Mid-Range,Young Adult,1118.38,Average,0,0
PROD0110,Maybelline,Mascara,518.04,50,25,19426.5,4.1,45,Female,Sensitive,Ahmedabad,Brand Store,16-11-2023,0,November,4,Thursday,0,Mid-Range,Mature,388.53,Good,1,0
PROD0111,L'Oreal,Concealer,1342.82,31,5,39546.05,3.6,35,Female,Oily,Hyderabad,Brand Store,07-02-2023,0,February,1,Tuesday,0,Mid-Range,Mature,1275.68,Average,0,0
PROD0112,Revlon,Lipstick,2112.73,5,15,8979.1,4.1,21,Female,Sensitive,Kolkata,Retail Store,22-01-2023,0,January,1,Sunday,1,Premium,Young Adult,1795.82,Good,1,0
PROD0113,Revlon,Eyeshadow,2538.13,33,0,83758.29,2.9,19,Non-binary,Combination,Ahmedabad,Online,13-02-2023,0,February,1,Monday,0,Premium,Mature,2538.13,Poor,0,0
PROD0114,Sugar,Eyeshadow,3966.64,34,0,134865.76,3.8,26,Female,Combination,Pune,Retail Store,23-06-2023,0,June,2,Friday,0,Premium,Young Adult,3966.64,Average,0,0
PROD0115,Maybelline,Concealer,1056.53,36,10,34231.57,4.2,34,Male,Sensitive,Hyderabad,Brand Store,20-06-2023,0,June,2,Tuesday,0,Mid-Range,Mature,950.88,Good,1,0
PROD0116,NYX,Concealer,2715.98,45,10,109997.19,4.2,24,Female,Sensitive,Delhi,Retail Store,18-06-2023,0,June,2,Sunday,1,Premium,Young Adult,2444.38,Good,1,0
PROD0117,Maybelline,Primer,2402.32,28,5,63901.71,3.8,17,Non-binary,Dry,Pune,Retail Store,24-06-2023,1,June,2,Saturday,1,Premium,Mature,2282.2,Average,0,63901.71
PROD0118,L'Oreal,Eyeshadow,872.45,19,0,16576.55,4.6,22,Male,Combination,Mumbai,Brand Store,13-11-2023,0,November,4,Monday,0,Mid-Range,Young Adult,872.45,Excellent,1,0
PROD0119,L'Oreal,Mascara,1696.25,50,10,76331.25,4.1,26,Female,Normal,Ahmedabad,Online,02-05-2023,1,May,2,Tuesday,0,Premium,Young Adult,1526.62,Good,1,76331.25
PROD0120,MAC,Eyeliner,847.15,20,15,14401.55,4.9,46,Non-binary,Sensitive,Chennai,Retail Store,25-08-2023,0,August,3,Friday,0,Mid-Range,Mature,720.08,Excellent,1,0
PROD0121,Faces Canada,Primer,1697.27,11,0,18669.97,4.5,54,Female,Oily,Bangalore,Retail Store,10-07-2023,0,July,3,Monday,0,Premium,Mature,1697.27,Excellent,1,0
PROD0122,Maybelline,Primer,1282.98,49,20,50292.82,2.9,44,Non-binary,Oily,Bangalore,Retail Store,24-04-2023,0,April,2,Monday,0,Mid-Range,Mature,1026.38,Poor,0,0
PROD0123,Nykaa,Lipstick,321.54,33,10,9549.74,3.4,40,Female,Dry,Delhi,Retail Store,20-02-2023,0,February,1,Monday,0,Budget,Mature,289.39,Average,0,0
PROD0124,L'Oreal,Mascara,267.98,31,0,8307.38,4.2,24,Female,Sensitive,Ahmedabad,Retail Store,10-02-2023,0,February,1,Friday,0,Budget,Young Adult,267.98,Good,1,0
PROD0125,Faces Canada,Mascara,1892.35,39,15,62731.4,3.8,23,Female,Combination,Hyderabad,Online,03-05-2023,0,May,2,Wednesday,0,Premium,Young Adult,1608.5,Average,0,0
PROD0126,Maybelline,Eyeliner,254.31,32,0,8137.92,4,17,Female,Dry,Chennai,Brand Store,01-01-2023,0,January,1,Sunday,1,Budget,Mature,254.31,Good,1,0
PROD0127,L'Oreal,Highlighter,2093.47,6,0,12560.82,3.8,39,Female,Sensitive,Delhi,Brand Store,17-09-2023,0,September,3,Sunday,1,Premium,Mature,2093.47,Average,0,0
PROD0128,Lakme,Eyeliner,989.57,24,15,20187.23,3.1,17,Female,Combination,Pune,Online,03-12-2023,0,December,4,Sunday,1,Mid-Range,Mature,841.13,Average,0,0
PROD0129,L'Oreal,Concealer,314.32,35,15,9351.02,3.3,27,Female,Normal,Ahmedabad,Brand Store,11-03-2023,0,March,1,Saturday,1,Budget,Young Adult,267.17,Average,0,0
PROD0130,Lakme,Eyeliner,510.11,3,0,1530.33,4.5,18,Female,Sensitive,Pune,Retail Store,06-10-2023,0,October,4,Friday,0,Mid-Range,Mature,510.11,Excellent,1,0
PROD0131,NYX,Eyeshadow,1620.16,50,20,64806.4,2.6,37,Female,Combination,Hyderabad,Online,24-07-2023,0,July,3,Monday,0,Premium,Mature,1296.13,Poor,0,0
PROD0132,Revlon,Highlighter,2929.03,32,0,93728.96,4.2,39,Female,Normal,Hyderabad,Online,05-11-2023,1,November,4,Sunday,1,Premium,Mature,2929.03,Good,1,93728.96
PROD0133,Revlon,Blush,479.95,21,0,10078.95,4.2,35,Female,Normal,Ahmedabad,Brand Store,16-08-2023,0,August,3,Wednesday,0,Budget,Mature,479.95,Good,1,0
PROD0134,Colorbar,Concealer,2795.19,18,0,50313.42,4.1,19,Female,Normal,Delhi,Brand Store,14-12-2023,0,December,4,Thursday,0,Premium,Mature,2795.19,Good,1,0
PROD0135,Sugar,Setting Spray,358.19,5,20,1432.76,3.1,39,Female,Sensitive,Pune,Retail Store,20-03-2023,0,March,1,Monday,0,Budget,Mature,286.55,Average,0,0
PROD0136,Sugar,Concealer,2183.78,37,0,80799.86,2.8,39,Female,Combination,Kolkata,Retail Store,28-02-2023,0,February,1,Tuesday,0,Premium,Mature,2183.78,Poor,0,0
PROD0137,Nykaa,Primer,3231.9,8,0,25855.2,3.2,32,Female,Sensitive,Ahmedabad,Online,09-09-2023,0,September,3,Saturday,1,Premium,Mature,3231.9,Average,0,0
PROD0138,Sugar,Foundation,851.67,46,20,31341.46,3.6,21,Female,Combination,Pune,Brand Store,09-10-2023,0,October,4,Monday,0,Mid-Range,Young Adult,681.34,Average,0,0
PROD0139,L'Oreal,Mascara,1628.45,33,5,51051.91,3.1,28,Female,Normal,Bangalore,Online,11-10-2023,0,October,4,Wednesday,0,Premium,Young Adult,1547.03,Average,0,0
PROD0140,L'Oreal,Primer,2296.65,6,25,10334.93,2.7,41,Female,Normal,Ahmedabad,Brand Store,22-10-2023,0,October,4,Sunday,1,Premium,Mature,1722.49,Poor,0,0
